dc.type.full,dc.identifier.uri,dc.language.iso,dc.date.issued,dc.type.referee,dc.type.circulation,dc.publisher.name,dc.publisher.place,dc.publisher.country,dc.relation.ispartofbook,item.journal.title,dc.relation.medium,dc.relation.conferenceplace,dc.relation.conferencename,,dc.subject.keywords,item.collection,item.openaireRights,dc.description.numberofauthors,dc.authority.people
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/986348,eng,2015,-,internazionale,-,-,-,The value of design research. 11th European Academy of Design conference,-,-,Parigi,The value of design research. 11th European Academy of Design conference,,"little-known cultural heritage, user participation, storytelling",04.1 Contributo in Atti di convegno,info:eu-repo/semantics/closedAccess,4,"CARAMEL, CLAUDIA;ANZANI, ANNA;BAILA, ANGELA;GUARISCO, MARGHERITA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/986551,eng,2015,-,internazionale,"McGraw-Hill Education (Italy), S.r.l.",-,-,"Prooceedings of the Cumulus Conference, Milano 2015The Virtuous Circle Design Culture and Experimentation",-,-,Milano,"Prooceedings of the Cumulus Conference, Milano 2015The Virtuous Circle Design Culture and Experimentation",,Maps.  Cartography.  Interfaces.  Access.  Communication  Design.,04.1 Contributo in Atti di convegno,info:eu-repo/semantics/closedAccess,1,"BAULE, GIOVANNI;QUAGGIOTTO, MARCO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/986658,eng,2015,-,internazionale,-,-,-,The Virtuous Circle Design Culture and Experimentation,-,-,Milan,Cumulus Conference 2015,,-,04.1 Contributo in Atti di convegno,info:eu-repo/semantics/closedAccess,2,"HAN, HAN;ZURLO, FRANCESCO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/986702,eng,2015,Comitato scientifico,internazionale,-,-,-,"Research and Technologies for Society and Industry Leveraging a better tomorrow (RTSI), 2015 IEEE 1st International Forum on",-,-,Turin,Research and Technologies for Society and Industry Leveraging a better tomorrow,,"Mini-Factory, Distributed Mini-factories network, Furniture",04.1 Contributo in Atti di convegno,info:eu-repo/semantics/openAccess,4,"ZANETTI, CRISTIANO;SEREGNI, MARCO;BIANCHINI, MASSIMO;TAISCH, MARCO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/987070,eng,2015,Esperti anonimi,internazionale,La scuola di Pitagora s.r.l.,Napoli,ITA,HERITAGE and TECHNOLOGY Mind Knowledge Experience. Le Vie dei Mercanti XIII Forum Internazionale di Studi,-,-,Aversa e Capri,LE VIE DEI MERCANTI. HERITAGE and TECHNOLOGY Mind Knowledge Experience - XIII Forum Internazionale di Studi,,"Communication Design, Experience Design, Immersivity, Landscape, Cultural Tourism",04.1 Contributo in Atti di convegno,info:eu-repo/semantics/openAccess,3,"CALABI, DANIELA ANNA;CHIODO, ELISA;SCURI, SABRINA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/987078,eng,2015,Comitato scientifico,internazionale,De Lettera Publisher,Agrigento,ITA,ENVIRONMENTAL DESIGN. Ist International Conference on Environmental Design,-,-,"Agrigento, Fabbriche Chiaramontane",ENVIRONMENTAL DESIGN,,"Communication Design, landscape, identity",04.1 Contributo in Atti di convegno,info:eu-repo/semantics/closedAccess,1,"CALABI, DANIELA ANNA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/987123,eng,2015,Esperti anonimi,internazionale,-,-,-,The value of design research. 11th European Academy of Design Conference,-,-,Paris Descartes University – Paris College of Arts,"EAD 11 – The Value of Design Research, the 11th International European Academy of Design",,"Communication, Design, Territory, Environmental Design",04.1 Contributo in Atti di convegno,info:eu-repo/semantics/closedAccess,1,"CALABI, DANIELA ANNA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/989296,eng,2015,Comitato scientifico,internazionale,IATED Academy,Valencia,ESP,"INTED 9th International Technology, Education and Development conference",-,-,Madrid (Spain),"INTED 9th International Technology, Education and Development conference",,"upcycling, community-centered design, low-carbon",04.1 Contributo in Atti di convegno,info:eu-repo/semantics/closedAccess,2,"FASSI, DAVIDE;Wenqing, Yang"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/989301,eng,2015,Comitato scientifico,internazionale,Tongji University Press,Shanghai,CHN,Emerging Practices. Inquiry into the Developing,-,-,College of Design and Innovation - Tongji University,Emerging Practice Conference,,"Co-design, community of practice, rural village, China, social innovation, village regeneration",04.1 Contributo in Atti di convegno,info:eu-repo/semantics/closedAccess,3,"Chueng Nainby, Priscilla;FASSI, DAVIDE;Xiao, Dongjuan"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/989647,eng,2015,-,internazionale,SMOwnPublishing,MIlano,-,Nomadic Interiors,-,-,Milan,IFW2015 - Interiors Forum World 2015,,-,04.1 Contributo in Atti di convegno,info:eu-repo/semantics/closedAccess,2,"GIUNTA, ELENA ENRICA;REBAGLIO, AGNESE"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/990590,eng,2015,Comitato scientifico,internazionale,-,-,-,MOON HABITAT MODULE: NEW WAYS OF LIVING IN EXTREME SPACES,-,-,"Jerusalem, Israel",IAC: 66rd International Astronautical Congress,,"Space exploration, Habitat, Design, Habitability, Human Factors",04.1 Contributo in Atti di convegno,info:eu-repo/semantics/openAccess,7,"Cenini, Elisa;Desole, Elisa;FACCHINETTI, MASSIMO;SCHLACHT, IRENE LIA;Foing, Bernard;Artusi, Matteo;CEPPI, GIULIO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/990591,eng,2015,-,internazionale,-,-,-,EXOHAB1 DEVELOPMENT: SPIN-IN/OUT FROM SPACE HABITAT TO DISASTER  MANAGEMENT FACILITY,-,-,"Jerusalem, Israel",IAC: 66rd International Astronautical Congress,,-,04.1 Contributo in Atti di convegno,info:eu-repo/semantics/openAccess,3,"SCHLACHT, IRENE LIA;Foing, Bernard;CEPPI, GIULIO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/994219,eng,2015,-,internazionale,-,-,ITA,"Design and semantics of form and movement. DeSForM 2015 Aesthetics of interaction: Dynamic, Multisensory, Wise",-,-,Milano,"DeSForM 2015 Aesthetics of interaction: Dynamic, Multisensory, Wise",,"Product service system design, empathic design, smart medical devices, asthma, data driven design,",04.1 Contributo in Atti di convegno,info:eu-repo/semantics/closedAccess,2,"ARQUILLA, VENANZIO;Fiorinelli, Giulia"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/995072,eng,2015,-,internazionale,"Association for Computing Machinery, Inc",-,-,UbiComp and ISWC 2015 - Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing and the Proceedings of the 2015 ACM International Symposium on Wearable Computers,-,-,Giappone,"ACM International Joint Conference on Pervasive and Ubiquitous Computing and the 2015 ACM International Symposium on Wearable Computers, UbiComp and ISWC 2015",,Fitness; Focus groups; Lifestyle tracking devices; Physical activity; Teen-agers; Wearables; Computer Networks and Communications; Hardware and Architecture; Software,04.1 Contributo in Atti di convegno,info:eu-repo/semantics/openAccess,11,"Carrion, Carme;Caon, Maurizio;Carrino, Stefano;Moliner, Liliana Arroyo;Lang, Alexandra;Atkinson, Sarah;MAZZOLA, MARCO;PEREGO, PAOLO;STANDOLI, CARLO EMILIO;Castell, Conxa;Espallargues, Mireia"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/999586,eng,2015,Esperti anonimi,internazionale,-,-,-,Assistive Technology,-,-,Budapest,13th European Conference on the Advancement of Assistive Technology (AAATE 2015),,-,04.1 Contributo in Atti di convegno,info:eu-repo/semantics/openAccess,3,"CHE ME, ROSALAM;GRAMEGNA, SILVIA MARIA;BIAMONTI, ALESSANDRO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.2 Abstract in Atti di convegno,http://hdl.handle.net/11311/959218,eng,2015,Nessuno,-,-,-,-,Proceedings of the FOSS4G Europe 2015 Symposium (Free and Open Source For Geospatial Europe Conference),-,-,Como,FOSS4G Europe 2015 Symposium (Free and Open Source For Geospatial Europe Conference),,-,04.2 Abstract in Atti di convegno,none,7,"BIAGI, LUDOVICO GIORGIO ALDO;Comai, S.;MANGIAROTTI, RAFFAELLA;MATTEUCCI, MATTEO;NEGRETTI, MARCO;Ugur, S.;VISCONTI, MARIA GRAZIA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.2 Abstract in Atti di convegno,http://hdl.handle.net/11311/971977,eng;spa,2015,Comitato scientifico,-,-,-,ESP,Actas V Congreso Internacional de Sinestesia: Ciencia y Arte,-,-,"Alcalá la Real, Jaén, Spagna",V Congreso Internacional de Sinestesia: Ciencia y Arte,,-,04.2 Abstract in Atti di convegno,info:eu-repo/semantics/closedAccess,1,"RICCO', DINA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.2 Abstract in Atti di convegno,http://hdl.handle.net/11311/971994,eng,2015,Esperti anonimi,-,McGraw-Hill Education,Milano,-,The Virtuous Circle,-,-,Milano,Cumulus Conference,,"Visual communication, Synaesthesia, Food.",04.2 Abstract in Atti di convegno,info:eu-repo/semantics/closedAccess,3,"RICCO', DINA;Luciana, Gunetti;Antonella, Andriani"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.2 Abstract in Atti di convegno,http://hdl.handle.net/11311/972366,eng,2015,Esperti anonimi,-,Università di Trento,Trento,ITA,First International Conference on Anticipation. Book of abstracts,-,ELETTRONICO,Trento,First International Conference on ANTICIPATION,,"Future visions, design hystory, technology, design,1939 New York World’s fair, Frederick Kiesler",04.2 Abstract in Atti di convegno,info:eu-repo/semantics/openAccess,2,"FERRARA, MARIA RITA;LECCE, CHIARA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.2 Abstract in Atti di convegno,http://hdl.handle.net/11311/972627,eng,2015,-,-,Springer International Publishing,-,-,"Interactive Storytelling. 8th International Conference on Interactive Digital Storytelling, ICIDS 2015, Copenhagen, Denmark, November 30 – December 4, 2015, Proceedings",-,-,"Copenhagen, Denmark","8th International Conference on Interactive Digital Storytelling, ICIDS 2015",,"Mobile storytelling, Social media storytelling, Design research",04.2 Abstract in Atti di convegno,info:eu-repo/semantics/closedAccess,3,"VENDITTI, SIMONA;CIANCIA, MARIANA;PIREDDA, FRANCESCA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.2 Abstract in Atti di convegno,http://hdl.handle.net/11311/977249,eng,2015,Esperti anonimi,-,McGraw-Hill Education,Milano,ITA,"Booklet of the Cumulus Conference, Milano 2015. The Virtuous Circle. Design Culture and Experimentation",-,STAMPA,Milano,"Cumulus Conference, Milano 2015. The Virtuous Circle. Design Culture and Experimentation",,-,04.2 Abstract in Atti di convegno,info:eu-repo/semantics/closedAccess,2,"PARENTE, MARINA;Medeiros, Vivianne Nardi de Assis"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.2 Abstract in Atti di convegno,http://hdl.handle.net/11311/979597,eng,2015,Esperti anonimi,-,-,-,-,Making Futures,-,-,"Plymouth, UK",Fourth edition of the biennial Making Futures international research conference,,-,04.2 Abstract in Atti di convegno,none,1,"ROGNOLI, VALENTINA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.2 Abstract in Atti di convegno,http://hdl.handle.net/11311/984682,eng,2015,-,-,-,-,-,First International Conference on Anticipation,-,-,University of Trento. Department of Sociology and Social Research.,First International Conference on Anticipation,,"Global Tools, Radical design, Utopia, Dystopia, Imagination, Ecology, Collapse",04.2 Abstract in Atti di convegno,info:eu-repo/semantics/closedAccess,1,"FRANCESCHINI, SILVIA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.2 Abstract in Atti di convegno,http://hdl.handle.net/11311/986661,-,2015,-,-,-,-,-,Fashion Tales 2015: Abstract Book,-,-,-,-,,-,04.2 Abstract in Atti di convegno,info:eu-repo/semantics/closedAccess,2,"HAN, HAN;ZURLO, FRANCESCO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.2 Abstract in Atti di convegno,http://hdl.handle.net/11311/994298,-,2015,-,-,-,-,-,1st International Confernce on Anticipation,-,-,Trento,1st International Confernce on Anticipation,,"Design, Service Design, Social Innovation, Local Development, Anticipation",04.2 Abstract in Atti di convegno,info:eu-repo/semantics/closedAccess,2,"ARQUILLA, VENANZIO;BARBIERI, ANNALISA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/1000150,eng,2016,Comitato scientifico,internazionale,DMI - Design Management Institute,Boston,USA,Inflection Point Design Research Meets Design Practice - 20th DMI Academic Design Management Conference,-,-,Boston,Inflection Point Design Research Meets Design Practice - 20th DMI Academic Design Management Conference,,social innovation; service design; business models; business model canvas,04.1 Contributo in Atti di convegno,info:eu-repo/semantics/openAccess,4,"Komatsu, T. T.;DESERTI, ALESSANDRO;Rizzo, F.;CELI, MANUELA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/1000317,ita,2016,Esperti anonimi,internazionale,Maggioli Editore,Santarcangelo di Romagna,ITA,Colore e Colorimetria Contributi Multidisciplinari Vol. XII A,-,-,Torino,XI Conferenza del Colore,,-,04.1 Contributo in Atti di convegno,info:eu-repo/semantics/openAccess,2,"ROSSI, MICHELA;BURATTI, GIORGIO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/1000318,eng;ita,2016,Esperti anonimi,internazionale,Gangemi,Roma,ITA,Le ragioni del disegno. The reasons of drawing,-,-,Firenze,38° convegno Unione Italiana Disegno,,"casa italiana, interior design, color design",04.1 Contributo in Atti di convegno,info:eu-repo/semantics/closedAccess,3,"IAROSSI, MARIA POMPEIANA;Mele, Giampiero;ROSSI, MICHELA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/1000570,eng,2016,Comitato scientifico,internazionale,-,Valencia,ESP,6th International Forum of Design as a Process - Systems & Design: Beyond Processes and Thinking,-,-,Valencia,6th International Forum of Design as a Process - Systems & Design: Beyond Processes and Thinking,,"Gio Ponti, codici grafici, disegno, riviste d’architettura, progetto",04.1 Contributo in Atti di convegno,info:eu-repo/semantics/openAccess,7,"CELI, MANUELA;Formia, E.;Franzato, C.;Imbesi, L.;Peduccio, P. P.;Hernandis, B.;Celaschi, F."
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/1001252,eng,2016,Esperti anonimi,internazionale,"Sheffield Hallam University, U.K,",Sheffield,GBR,The Value Of Design Research. Proceedings ofthe 11th International Conference ofthe European AcademyofDesign,-,-,"Paris Descartes University Institute of Psychology in Boulogne Billancourt, Paris (France).",11th conference of the European Academy of Design (EAD): The Value Of Design Research.,,-,04.1 Contributo in Atti di convegno,info:eu-repo/semantics/closedAccess,3,"IANNILLI, VALERIA MARIA;PENATI, ANTONELLA VALERIA;VACCA, FEDERICA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/1001327,eng,2016,Comitato scientifico,internazionale,"Design Research Society, London, UK","Brighton, UK",GBR,"Proceedings of DRS 2016, Design Research Society 50th Anniversary Conference",-,-,"Brighton, UK","DESIGN + RESEARCH + SOCIETY, FUTURE-FOCUSED THINKING",,-,04.1 Contributo in Atti di convegno,info:eu-repo/semantics/openAccess,4,"Komatsu, T. T.;CELI, MANUELA;DESERTI, ALESSANDRO;Rizzo, F."
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/1002790,eng,2016,Esperti anonimi,internazionale,Design Research Society,-,GBR,"Proceedings of DRS2016, Design + Research + Society Future-Focused Thinking",-,-,Brighton,DRS 2016,,-,04.1 Contributo in Atti di convegno,info:eu-repo/semantics/openAccess,2,"CIASTELLARDI, MATTEO;de Kerckhove, Derrick"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/1004077,eng,2016,-,internazionale,-,-,-,Sustainability and Innovation for the Future,-,-,"Albufeira, Algarve, Portugal",41st IAHS World Congress on Housing Sustainability and Innovation for the Future,,-,04.1 Contributo in Atti di convegno,info:eu-repo/semantics/openAccess,2,"DAGLIO, LAURA;GEROSA, GIULIA MARIA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/1004778,eng,2016,Esperti anonimi,internazionale,Editorial Universitat Politecnica de Valencia,Valencia,ESP,6TH INTERNATIONAL FORUM OF DESIGN AS A PROCESS. SYSTEM & DESIGN. BEYOND PROCESSES AND THINKING 2016,-,-,Valencia,6TH INTERNATIONAL FORUM OF DESIGN AS A PROCESS. SYSTEM & DESIGN. BEYOND PROCESSES AND THINKING 2016,,-,04.1 Contributo in Atti di convegno,info:eu-repo/semantics/closedAccess,3,"SCURI, SABRINA;CHIODO, ELISA;CALABI, DANIELA ANNA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/1005171,eng,2016,-,internazionale,Design Research Society,London,GBR,Proceedings of DRS 2016 - Design + Research + Society Future–Focused Thinking,-,STAMPA,Brighton,50th Anniversary International Conference,,-,04.1 Contributo in Atti di convegno,info:eu-repo/semantics/closedAccess,1,"ZINGALE, SALVATORE"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/1005214,eng,2016,-,internazionale,-,-,-,In this place,-,-,"The School of Art & Design Nottingham Trent University, UK",In this Place,,-,04.1 Contributo in Atti di convegno,info:eu-repo/semantics/closedAccess,4,"MOTTA, MARTINA;GALLARATI, FEDERICA;CONTI, GIOVANNI MARIA;DELL'ACQUA BELLAVITIS, ARTURO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/1005405,eng,2016,Comitato scientifico,internazionale,IATED ACADEMY,Siviglia,ESP,UNIVERSITIES AND INDUSTRY: NETWORKS TO CO-INNOVATE,-,-,Siviglia (spain),"9th International Conference of Education, Research and Innovation",,-,04.1 Contributo in Atti di convegno,info:eu-repo/semantics/closedAccess,2,"PALMIERI, STEFANIA;Amandolese, D."
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/1006109,eng,2016,Esperti anonimi,internazionale,-,Valencia,ESP,Sistems & Design. Beyond Processes and Thinking,-,-,Valencia (Spagna),Systems & Design: Beyond Processes and Thinking,,-,04.1 Contributo in Atti di convegno,info:eu-repo/semantics/openAccess,3,"ZINGALE, SALVATORE;DOMINGUES MACHADO MELO, FELIPE;Dijon, De Moraes"
