dc.publisher.place,dc.type.referee,dc.publisher.country,item.collection,item.openaireRights,dc.subject.keywordsita,dc.language.iso,dc.subject.keywords,dc.identifier.uri,dc.date.issued,dc.type.full,dc.relation.ispartofbook,item.journal.title,dc.title,dc.relation.medium,dc.description.numberofauthors,dc.publisher.name,dc.authority.people,dc.type.circulation
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,ita,-,http://hdl.handle.net/11311/642335,2011,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,IL GIORNALE DELL'ARCHITETTURA,"Il sale, il profumo, i sensi. Design e fisiologia del gusto",-,1,-,"MAFFEI, STEFANO",-
-,Nessuno,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng;ita,-,http://hdl.handle.net/11311/642336,2011,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DIID. DISEGNO INDUSTRIALE INDUSTRIAL DESIGN,Convergenze parallele. Due traiettorie critiche per il design contemporaneo,-,1,-,"MAFFEI, STEFANO",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,spa,-,http://hdl.handle.net/11311/643132,2010,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ARCHIVO DE ARTE VALENCIANO,Evolución del la investicación en Deseño: del “metodo de diseño” a un nuoevo paradigma,-,1,-,"BERTOLA, PAOLA",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng;ita,-,http://hdl.handle.net/11311/644732,2012,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DIID. DISEGNO INDUSTRIALE INDUSTRIAL DESIGN,Visual Music. Sistemi di rappresentazione cromatica cinetica / Visual Music. Kinetic Chromatic Representation Systems,-,1,-,"RICCO', DINA",-
-,-,-,01.1 Articolo in Rivista,none,-,fra,Leonardo; dipinti; cronologia,http://hdl.handle.net/11311/655632,2012,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DOSSIER DE L'ART,La nouvelle chronologie des peintures de Léonard,-,1,-,"MARANI, PIETRO",-
-,-,-,01.1 Articolo in Rivista,none,-,fra,Leonardo; Salvator Mundi; disegni; Bella Principessa,http://hdl.handle.net/11311/655634,2012,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DOSSIER DE L'ART,Le Salvator Mundi et La Bella Principessa: deux nouveaux Léonard?,-,1,-,"MARANI, PIETRO",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,ita,Tunnel; sicurezza in galleria; incendio,http://hdl.handle.net/11311/657345,2012,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,LE STRADE,Modelli di simulazione CFD,-,4,-,"BORGHETTI, FABIO;CUOCI, ALBERTO;FRASSOLDATI, ALESSIO;GANDINI, PAOLO",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,ita,Merci pericolose; ADR; rischio trasporti; dangerous goods,http://hdl.handle.net/11311/657347,2011,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,TRASPORTI & CULTURA,Valutazione del rischio per le merci pericolose nelle reti di trasporto,STAMPA,5,-,"BORGHETTI, FABIO;GANDINI, PAOLO;MARCHIONNI, GIOVANNA;MAJA, ROBERTO;STUDER, LUCA PASINO",-
-,"Sì, ma tipo non specificato",-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,ita,"Architettura funeraria
Cimitero
Edicola funebre

Burials
Cemetery
Tomb",http://hdl.handle.net/11311/657549,2012,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,IN BO,"La “casa virtuale” e l’abitare realeRelazioni tra sepolture e insediamento.The ""virtual home"" and the real housing.Relationships between sepulchers and settlement.",ELETTRONICO,1,-,"ROSSI, MICHELA",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,ita,comunicazione; industria dello spettacolo; industrie creative,http://hdl.handle.net/11311/660118,2010,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,TAFTER JOURNAL,Movie design e brand experience,-,1,-,"GALBIATI, MARIA LUISA",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/660453,2011,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,INTERNATIONAL JOURNAL OF MANAGEMENT IN EDUCATION,The Learning Network on Sustainability: an e-mechanism for the development and diffusion of teaching materials and tools on Design for Sustainability in an open-source and copy left ethos.,STAMPA,2,-,"VEZZOLI, CARLO ARNALDO;CESCHIN, FABRIZIO",-
-,-,-,01.1 Articolo in Rivista,none,-,ita,Durabilità dei prodotti industriali,http://hdl.handle.net/11311/661571,1991,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,MODO,La lunga vita dei prodotti,-,1,-,"PIZZOCARO, SILVIA LUISA",nazionale
-,-,-,01.1 Articolo in Rivista,none,-,ita,Design for disassembling,http://hdl.handle.net/11311/661576,1992,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,L'IMPRESA AMBIENTE,Progettare per disfare: l'industria chiude il cerchio,-,1,-,"PIZZOCARO, SILVIA LUISA",nazionale
-,-,-,01.1 Articolo in Rivista,none,-,ger,-,http://hdl.handle.net/11311/662278,1994,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ARCHITEKTUR INNENARCHITEKTUR TECHNISCHER AUSBAU,Zur guten Form,-,1,-,"PIZZOCARO, SILVIA LUISA",internazionale
-,-,-,01.1 Articolo in Rivista,none,-,ger,-,http://hdl.handle.net/11311/662283,1993,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ARCHITEKTUR INNENARCHITEKTUR TECHNISCHER AUSBAU,Das Ende der Eintagsfliegen,-,1,-,"PIZZOCARO, SILVIA LUISA",internazionale
-,-,-,-,none,-,ger,-,http://hdl.handle.net/11311/662285,1992,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ARCHITEKTUR INNENARCHITEKTUR TECHNISCHER AUSBAU,Neue Klassiker. Frank Lloyd Wrights zeitlose Modernitat,-,1,-,"PIZZOCARO, SILVIA LUISA",internazionale
-,-,-,01.1 Articolo in Rivista,none,-,ger,-,http://hdl.handle.net/11311/662289,1992,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ARCHITEKTUR INNENARCHITEKTUR TECHNISCHER AUSBAU,Metall Guru,-,1,-,"PIZZOCARO, SILVIA LUISA",internazionale
-,-,-,-,none,-,ger,-,http://hdl.handle.net/11311/662293,1992,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ARCHITEKTUR INNENARCHITEKTUR TECHNISCHER AUSBAU,Materie und Farbe,-,1,-,"PIZZOCARO, SILVIA LUISA",internazionale
-,-,-,-,none,-,ger,-,http://hdl.handle.net/11311/662300,1992,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ARCHITEKTUR INNENARCHITEKTUR TECHNISCHER AUSBAU,Raume fur die Korperflege,-,1,-,"PIZZOCARO, SILVIA LUISA",internazionale
-,-,-,01.1 Articolo in Rivista,none,-,ger,-,http://hdl.handle.net/11311/662308,1992,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ARCHITEKTUR INNENARCHITEKTUR TECHNISCHER AUSBAU,Drei Jahrezehnte Italienisches Design,-,1,-,"PIZZOCARO, SILVIA LUISA",-
-,-,-,-,none,-,ger,-,http://hdl.handle.net/11311/662310,1992,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ARCHITEKTUR INNENARCHITEKTUR TECHNISCHER AUSBAU,Positives Denken,-,1,-,"PIZZOCARO, SILVIA LUISA",internazionale
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,ita;eng,-,http://hdl.handle.net/11311/662376,2010,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DIID. DISEGNO INDUSTRIALE INDUSTRIAL DESIGN,Design Knowledge Farming,-,1,-,"CIUCCARELLI, PAOLO",-
-,-,-,-,none,-,ita,-,http://hdl.handle.net/11311/662630,1988,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,SEGNOCINEMA,La città e il cinema : il testo urbano e il testo filmico,-,1,-,"GALBIATI, MARIA LUISA",-
-,-,-,-,none,-,ita,-,http://hdl.handle.net/11311/662636,1988,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,SEGNOCINEMA,Un fantastico occhio sul mondo : intervista a Omar Calabrese,-,1,-,"GALBIATI, MARIA LUISA",-
-,-,-,-,none,-,ita,-,http://hdl.handle.net/11311/662637,1988,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,SEGNOCINEMA,Mille sguardi per una città,-,1,-,"GALBIATI, MARIA LUISA",-
-,-,-,01.1 Articolo in Rivista,none,-,ita,-,http://hdl.handle.net/11311/662640,1988,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,SEGNOCINEMA,"Proiezioni urbane : ""vedere"" la città",-,1,-,"GALBIATI, MARIA LUISA",-
-,-,-,01.1 Articolo in Rivista,none,-,ita,-,http://hdl.handle.net/11311/662644,1988,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,SEGNOCINEMA,Vere costruzioni dell'animo : da un'intervista a Bernardo Bertolucci,-,2,-,"GALBIATI, MARIA LUISA;L. Previ",-
-,"Sì, ma tipo non specificato",-,01.1 Articolo in Rivista,none,-,eng;ita,natura; progetto,http://hdl.handle.net/11311/662771,1993,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,OTTAGONO,"progettisti della natura, revensione al libro di manuela Perugia ""La natura progettata""",-,1,-,"GALBIATI, MARIA LUISA",internazionale
-,-,-,01.1 Articolo in Rivista,none,-,ita;eng,soglia; pratiche del progetto; architettura; cultura dell'abitare,http://hdl.handle.net/11311/662781,1993,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,OTTAGONO,"L'evento della soglia, recensione al volume di Carlo Sini ""L'incanto del ritmo""",-,1,-,"GALBIATI, MARIA LUISA",-
-,-,-,01.1 Articolo in Rivista,none,-,ita,cinema; visione; forrest gump; immaginario,http://hdl.handle.net/11311/662886,1994,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,L'ARCA,Un'architettura della visione: Forrest Gump,-,1,-,"GALBIATI, MARIA LUISA",-
-,-,-,01.1 Articolo in Rivista,none,-,ita;eng,cinema; audiovisivo; movie design; linguaggi della rappresentazione,http://hdl.handle.net/11311/662893,1994,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,OTTAGONO,Il cinema a Venezia,-,1,-,"GALBIATI, MARIA LUISA",-
-,-,-,01.1 Articolo in Rivista,none,-,ita,cinema; colore; cultura audiovisiva.,http://hdl.handle.net/11311/662900,1995,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,OTTAGONO,Lo schermo dipinto/The painted screen,-,1,-,"GALBIATI, MARIA LUISA",-
-,-,-,01.1 Articolo in Rivista,none,-,eng;fra,-,http://hdl.handle.net/11311/662901,1977,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,L'ARCHITECTURE D'AUJOURD'HUI,"Sources et origines, le poids du passé chez Alvar Aalto",-,1,-,"TONELLI, MARIA CRISTINA",-
-,-,-,-,none,-,ita,-,http://hdl.handle.net/11311/662913,1977,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,PARAMETRO,Alvar Aalto 1898-1948,-,1,-,"TONELLI, MARIA CRISTINA",-
-,-,-,-,none,-,ita,-,http://hdl.handle.net/11311/662922,1977,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,PARAMETRO,Venezia : l' ultimo dei padiglioni,-,1,-,"TONELLI, MARIA CRISTINA",-
-,-,-,01.1 Articolo in Rivista,none,-,ita,-,http://hdl.handle.net/11311/662937,1980,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,RASSEGNA,Il razionale nel mobile italiano,-,1,-,"TONELLI, MARIA CRISTINA",-
-,-,-,-,none,-,ita;eng,-,http://hdl.handle.net/11311/662944,1982,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,FMR,Alhambra anastatica,-,1,-,"TONELLI, MARIA CRISTINA",-
-,-,-,01.1 Articolo in Rivista,none,-,ita,-,http://hdl.handle.net/11311/662950,1982,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,OTTAGONO,La nascita del mobile autarchico,-,1,-,"TONELLI, MARIA CRISTINA",-
-,-,-,-,none,-,ita,-,http://hdl.handle.net/11311/662954,1982,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,OTTAGONO,"Da ""Stile"" a ""Stile Industria""",-,1,-,"TONELLI, MARIA CRISTINA",-
-,-,-,01.1 Articolo in Rivista,none,-,ita,-,http://hdl.handle.net/11311/662963,1982,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,OTTAGONO,Ricordando Giovanni Muzio,-,1,-,"TONELLI, MARIA CRISTINA",-
-,-,-,01.1 Articolo in Rivista,none,-,ita;eng,tempo; città; cinema; visione; immaginario,http://hdl.handle.net/11311/662989,1997,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,URBANISTICA,Rappresentare le temporalità urbane,-,1,-,"GALBIATI, MARIA LUISA",-
-,-,-,-,none,-,ita,-,http://hdl.handle.net/11311/663053,1983,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,OTTAGONO,Il dormir viaggiando,-,1,-,"TONELLI, MARIA CRISTINA",-
-,-,-,01.1 Articolo in Rivista,none,-,ita,-,http://hdl.handle.net/11311/663055,1983,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,OTTAGONO,Partendo da Zizì,-,1,-,"TONELLI, MARIA CRISTINA",-
-,-,-,-,none,-,ita,-,http://hdl.handle.net/11311/663058,1984,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,OTTAGONO,Alvar Aalto e i suoi artigiani,-,1,-,"TONELLI, MARIA CRISTINA",-
-,-,-,01.1 Articolo in Rivista,none,-,ita,-,http://hdl.handle.net/11311/663060,1984,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,OTTAGONO,Per navigare alla grande,-,1,-,"TONELLI, MARIA CRISTINA",-
-,-,-,-,none,-,ita,-,http://hdl.handle.net/11311/663064,1984,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,OTTAGONO,Dal '700 verso la meccanizzazione,-,1,-,"TONELLI, MARIA CRISTINA",-
-,-,-,-,none,-,ita,-,http://hdl.handle.net/11311/663067,1984,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,OTTAGONO,La stufa,-,1,-,"TONELLI, MARIA CRISTINA",-
-,-,-,01.1 Articolo in Rivista,none,-,ita,-,http://hdl.handle.net/11311/663070,1985,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,OTTAGONO,Gommone Corsair 530 CVR,-,1,-,"TONELLI, MARIA CRISTINA",-
-,-,-,-,none,-,ita,-,http://hdl.handle.net/11311/663072,1991,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,OP. CIT.,La Rinascente e la cultura del design,-,1,-,"TONELLI, MARIA CRISTINA",-
-,-,-,01.1 Articolo in Rivista,none,-,ita,-,http://hdl.handle.net/11311/663074,1996,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,MODO,Il ruolo del progetto,-,1,-,"TONELLI, MARIA CRISTINA",-
-,-,-,01.1 Articolo in Rivista,none,-,ita,-,http://hdl.handle.net/11311/663075,1996,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,MODO,Triennale story,-,1,-,"TONELLI, MARIA CRISTINA",-
-,-,-,-,none,-,ita,-,http://hdl.handle.net/11311/663078,1996,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,MODO,Reyner Banham,-,1,-,"TONELLI, MARIA CRISTINA",-
-,-,-,01.1 Articolo in Rivista,none,-,ita,-,http://hdl.handle.net/11311/663084,1996,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,MODO,I nuovi tintori,-,1,-,"TONELLI, MARIA CRISTINA",-
-,-,-,-,none,-,ita,-,http://hdl.handle.net/11311/663099,1997,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,MODO,Il tempio del lavoro,-,1,-,"TONELLI, MARIA CRISTINA",-
-,Nessuno,-,01.1 Articolo in Rivista,none,-,ita,office design; interior design,http://hdl.handle.net/11311/663100,2012,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,US,Office design. L'ufficio nello scenario contemporaneo,STAMPA,1,-,"SCULLICA, FRANCESCO",-
-,-,-,-,none,-,ita,-,http://hdl.handle.net/11311/663101,1997,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,MODO,La Ville Lumière [II parte],-,1,-,"TONELLI, MARIA CRISTINA",-
-,-,-,01.1 Articolo in Rivista,none,-,ita,-,http://hdl.handle.net/11311/663104,1997,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,MODO,La Ville Lumière [I parte],-,1,-,"TONELLI, MARIA CRISTINA",-
-,-,-,-,none,-,ita,-,http://hdl.handle.net/11311/663110,1997,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,MODO,Kitchen,-,1,-,"TONELLI, MARIA CRISTINA",-
-,-,-,-,none,-,ita,-,http://hdl.handle.net/11311/663158,1997,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,MODO,Vetrine,-,1,-,"TONELLI, MARIA CRISTINA",-
-,-,-,01.1 Articolo in Rivista,none,-,ita,-,http://hdl.handle.net/11311/663162,1997,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,RASSEGNA,Minuteria anonima nel progetto degli uffici tecnici,-,1,-,"TONELLI, MARIA CRISTINA",-
-,-,-,-,none,-,ita,-,http://hdl.handle.net/11311/663165,1998,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,MODO,Bello razionale,-,1,-,"TONELLI, MARIA CRISTINA",-
-,-,-,01.1 Articolo in Rivista,none,-,ita,-,http://hdl.handle.net/11311/663168,1998,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,MODO,Design in Toscana,-,1,-,"TONELLI, MARIA CRISTINA",-
-,-,-,-,none,-,ita,-,http://hdl.handle.net/11311/663173,1998,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,MODO,Soffi di vetro,-,1,-,"TONELLI, MARIA CRISTINA",-
-,-,-,01.1 Articolo in Rivista,none,-,ita,-,http://hdl.handle.net/11311/663178,1999,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,MODO,Volare,-,1,-,"TONELLI, MARIA CRISTINA",-
-,-,-,-,none,-,ita,-,http://hdl.handle.net/11311/663191,2000,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,AREA,"Bottiglie, boccali, etc…",-,1,-,"TONELLI, MARIA CRISTINA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng;ita,-,http://hdl.handle.net/11311/663196,2012,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,LUCE,Simulation techniques in designing of LED devices,STAMPA,3,-,"MUSANTE, FULVIO;PALEARI, DANILO;ROSSI, MAURIZIO",-
-,"Sì, ma tipo non specificato",-,01.1 Articolo in Rivista,none,-,-,-,http://hdl.handle.net/11311/663537,1993,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,IA. INGEGNERIA AMBIENTALE,Progetto AMES - parte I: il modulo per la valutazione delle emissioni da traffico e della qualità dell'aria,-,5,-,"GIUGLIANO, MICHELE;CERNUSCHI, STEFANO;MAJA, ROBERTO;M. Andretta;A. Cere",nazionale
-,-,-,01.1 Articolo in Rivista,none,-,ita,forrest gump; cinema; visione; immaginario,http://hdl.handle.net/11311/663542,1995,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,L'ARCA,Una città tra architettura e cinema,-,1,-,"GALBIATI, MARIA LUISA",-
-,-,-,01.1 Articolo in Rivista,none,-,ita,fotografia; Milano; visione; città,http://hdl.handle.net/11311/663544,1995,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,L'ARCA,Dieci fotografi per Milano,-,1,-,"GALBIATI, MARIA LUISA",-
-,-,-,01.1 Articolo in Rivista,none,-,ita,fotografia; soglia; visione; lettura dello spazio,http://hdl.handle.net/11311/663549,1992,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,AREA,Sulla soglia. Immagini del territorio,-,1,-,"GALBIATI, MARIA LUISA",-
-,-,-,01.1 Articolo in Rivista,none,-,ita,cinema; immaginario; spazi urbani; spazi domestici.,http://hdl.handle.net/11311/663554,1995,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,GAP CASA,Lo spazio delle emozioni,-,1,-,"GALBIATI, MARIA LUISA",-
-,-,-,01.1 Articolo in Rivista,none,-,ita,Caffè; Lavazza; audiovisivo; immaginario; movie design,http://hdl.handle.net/11311/663560,2001,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,TERRITORIO,"Comunicare la città, comunicare il territorio",-,1,-,"GALBIATI, MARIA LUISA",-
-,-,-,01.1 Articolo in Rivista,none,-,ita,cinema; città; immaginario; Occhio dell'architetto.,http://hdl.handle.net/11311/663565,2000,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,TERRITORIO,Le città immaginarie,-,1,-,"GALBIATI, MARIA LUISA",-
-,-,-,01.1 Articolo in Rivista,none,-,ita,territorio; spazio; tempo; linguaggio; immaginario; comunicazione; rappresentazione,http://hdl.handle.net/11311/663569,1996,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,TERRITORIO,Questioni di rappresentazione territoriale,-,1,-,"GALBIATI, MARIA LUISA",-
-,"Sì, ma tipo non specificato",-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,ita,-,http://hdl.handle.net/11311/664558,2011,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,RASSEGNA ITALIANA DI SOCIOLOGIA,Commenti,-,3,-,"A. Bagnasco;D. Baldassarri;VOLONTE', PAOLO GAETANO",-
-,-,-,01.1 Articolo in Rivista,none,-,ita,-,http://hdl.handle.net/11311/664572,2001,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,MODO,Dai manodomestici agli elettrodomestici,-,1,-,"TONELLI, MARIA CRISTINA",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng;ita,-,http://hdl.handle.net/11311/664593,2011,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DOMUS,Un secondo punto e da capo per l'architettura. Lo scacco dell'europeismo da salotto.,-,1,-,"IRACE, FULVIO",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,ita;eng,-,http://hdl.handle.net/11311/664602,2012,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,INTERNI. LA RIVISTA DELL'ARREDAMENTO,Hacked. Creatività ribelle,-,1,-,"MAFFEI, STEFANO",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/664629,2012,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DESIGN MANAGEMENT JOURNAL,Could Design Leadership Be Personal? Forecasting New Forms of “Indie Capitalism”,-,2,-,"MAFFEI, STEFANO;BIANCHINI, MASSIMO",-
-,Nessuno,-,01.1 Articolo in Rivista,none,-,eng,"Social Innovation, Participatory Design, Design Thinking",http://hdl.handle.net/11311/664734,2011,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,CODESIGN,Small projects/large changes:Participatory design as an open participated process,-,2,-,"MANZINI, EZIO;RIZZO, FRANCESCA",-
-,Nessuno,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/664820,2011,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DESIGN MANAGEMENT JOURNAL,Managing the Five Tensions of the Design Process,-,2,-,"CAUTELA, CABIRIO;ZURLO, FRANCESCO",-
-,-,-,01.1 Articolo in Rivista,none,-,ita,-,http://hdl.handle.net/11311/664828,2011,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ARTE E CRITICA,Alberto Savinio. Nude le immagini dei sogni,-,1,-,"ZURLO, FRANCESCO",-
-,-,-,-,none,-,ita,-,http://hdl.handle.net/11311/664829,2012,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ARTE E CRITICA,Una stra-ordinaria stabilità,-,1,-,"ZURLO, FRANCESCO",-
-,-,-,-,none,-,ita,-,http://hdl.handle.net/11311/664871,2005,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ABITARE,Liquid Space. 70 anni di design Boffi,-,1,-,"ZURLO, FRANCESCO",-
-,Nessuno,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,ita,-,http://hdl.handle.net/11311/664873,2011,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DIID. DISEGNO INDUSTRIALE INDUSTRIAL DESIGN,Le fabbriche dei sogni,-,1,-,"ZURLO, FRANCESCO",-
-,Nessuno,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/664916,2012,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,RESEARCH JOURNAL OF TEXTILE AND APPAREL,"Pattern to Product, Pattern through Product. Traditional Tools and Process Innovation in Textile Design",-,1,-,"COLOMBI, CHIARA",-
-,-,-,-,none,-,ita,-,http://hdl.handle.net/11311/664983,1999,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ARTISTA,Progetti inusuali: Roberto Papini per la manifattura Jesurum,-,1,-,"TONELLI, MARIA CRISTINA",-
-,-,-,-,none,-,ita,-,http://hdl.handle.net/11311/665108,1981,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ITINERARI,Sulla Esposizione Universale di Parigi del 1925,-,1,-,"TONELLI, MARIA CRISTINA",nazionale
