dc.publisher.place,dc.type.referee,item.collection,item.openaireRights,dc.subject.keywordsita,dc.subject.keywords,dc.identifier.uri,dc.date.issued,dc.type.full,dc.type.circulation,dc.relation.medium,dc.language.iso,dc.publisher.country,dc.description.numberofauthors,dc.publisher.name,dc.authority.people,dc.title
Milano,Nessuno,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/openAccess,-,-,http://hdl.handle.net/11311/881554,2014,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,ita,ITA,1,Franco Angeli,"FERRARIS, SILVIA DEBORAH","Vedere per progettare, Basic Design e percezione visiva per il disegno industriale"
Milano,Esperti non anonimi,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,De Pas - D'Urbino - Lomazzi; Maestri del design italiano; architettura contemporanea,-,http://hdl.handle.net/11311/881632,2013,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,ita,ITA,1,Il Libraccio Editore,"FERABOLI, MARIA TERESA",De Pas - D'Urbino - Lomazzi. Opere e progetti
Milano,Comitato scientifico,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/881635,2012,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,ita,ITA,1,"CASVA, Comune di Milano","FERABOLI, MARIA TERESA",L'archivio dello Studio De Pas - D'Urbino - Lomazzi presso il CASVA
Milano,Nessuno,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,Maestri del design italiano; Vico Magistretti,http://hdl.handle.net/11311/881639,2011,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,ita,ITA,1,"Ed. Il Sole 24 Ore,","FERABOLI, MARIA TERESA",Vico Magistretti
Firenze,Comitato scientifico,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,Edilizia popolare; edilizia pubblica; archivi di impresa; ricostruzione edilizia,-,http://hdl.handle.net/11311/881668,2004,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,ita,ITA,2,Edizioni Giunti,"FERABOLI, MARIA TERESA;Bianchi R.",Senza padroni. Storia di un'esperienza cooperativa: il Consorzio Etruria
Milano,Nessuno,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,design della comunicazione; filosofia della tecnica; complessità; sociologia dei media,http://hdl.handle.net/11311/884562,2009,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,ita,ITA,1,LED Edizioni,"CIASTELLARDI, MATTEO",Le Architetture Liquide. Il Pensiero in Rete e le Reti del Pensiero
-,Nessuno,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/926155,2014,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,ita,-,1,LIST Lab Laboratorio Internazionale Editoriale,"CEPPI, GIULIO",BIOGENIE
Novara,Nessuno,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,Leonardo da Vinci; arte militare; meccanica; Ottica,http://hdl.handle.net/11311/928959,2015,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,ita,ITA,1,Casa Editrice De Agostini,"MARANI, PIETRO",Codex Atlanticus. La mente di Leonardo. Disegni di Leonardo dal Codice Atlantico
Milano,"Sì, ma tipo non specificato",03.1 Monografia o trattato scientifico,info:eu-repo/semantics/openAccess,"Progettazione grafica, storia della grafica",-,http://hdl.handle.net/11311/934556,2015,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,eng;ita,ITA,1,Aiap Edizioni,"GUIDA, FRANCESCO ERMANNO","Ilio Negri, metodo e ragione grafica"
Sant'Arcangelo di Romagna,Comitato scientifico,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,Cultural design; narrazione; allestimento; Museografia,http://hdl.handle.net/11311/935223,2014,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,ita,ITA,1,MAGGIOLI EDITORE,"TROCCHIANESI, RAFFAELLA",Design e narrazioni per il patrimonio culturale
-,Nessuno,03.1 Monografia o trattato scientifico,none,-,-,http://hdl.handle.net/11311/935992,2015,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,ita;eng,ITA,1,SILVANA EDITORIALE,"FINESSI, GIUSEPPE",DESIGN: 101 STORIE ZANOTTA / DESIGN: 101 ZANOTTA STORIES
Milano,Nessuno,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,Uso dei prodotti; Utente; Progettazione partecipata; Design research; Design del prodotto,http://hdl.handle.net/11311/946174,2015,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,ita,ITA,1,Edizioni Unicopli,"PIZZOCARO, SILVIA LUISA","Introduzione agli studi sull'utente. 
Conoscere gli utenti tra ricerca e design dei prodotti"
Milano,Comitato scientifico,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,Milano; architettura,http://hdl.handle.net/11311/957971,2015,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,ita,ITA,2,Editoriale Domus,"IRACE, FULVIO;NERI, GABRIELE",Milano mai vista
Recco,"Sì, ma tipo non specificato",03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/957976,2014,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,ita,ITA,3,Fondazione Ansaldo Editore,"COLORNI VITALE, ALBERTO;F. Lia;SCIUTO, DONATELLA",Smart City: tecnologia e creatività a supporto dell’innovazione
Ginevra-Milano,Comitato scientifico,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,Leonardo,http://hdl.handle.net/11311/958196,2015,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,ita,ITA,2,Skira,"MARANI, PIETRO;Fiorio, M.;T.",Leonardo da Vinci 1452-1519. Il Disegno del mondo
Granada,Comitato scientifico,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,Synaesthesia; Sinestesia; Design; Arte; Musica; Neuroscience,http://hdl.handle.net/11311/958573,2014,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,eng,ESP,4,International Foundation Artecittà,"M. Josè De Cordoba;RICCO', DINA;Sean Day","Synaesthesia: Theoretical, artistic and scientific foundations"
ROMA,Esperti anonimi,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,PROJECTION MAPPING,http://hdl.handle.net/11311/958763,2014,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,eng,ITA,1,ARACNE EDITRICE SRL,"MURANO, FRANCESCO",LIGHT WORKS - EXPERIMENTAL PROJECTION MAPPING
-,Nessuno,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/openAccess,-,-,http://hdl.handle.net/11311/958963,2015,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,eng,-,1,Lupetti - Editori di Comunicazione,"TURINETTO, MARCO",From Italy: value as an attitude
Milano,"Sì, ma tipo non specificato",03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,"Progettazione grafica, storia della grafica",-,http://hdl.handle.net/11311/959588,2015,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,eng;ita,ITA,1,Aiap Edizioni,"GUIDA, FRANCESCO ERMANNO","MARIO DAGRADA, DALLA GRAFICA EDITORIALE PER RIZZOLI ALLA PUBBLICITÀ"
ROMA,Nessuno,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/964304,2011,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,ita,ITA,1,EDITORE ARACNE ROMA,"BRUNO, DAVIDE MARIA",CULTURA FINANZA POLITICA: VERSO UNA NUOVA SPERANZA PROGETTUALE
-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/openAccess,-,-,http://hdl.handle.net/11311/965787,2015,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,ita,ITA,1,Maurizio Corraini Srl,"CEPPI, GIULIO",Abitare l'isola rovescia _Osservazioni sull'Isola rovescia di Lecco e sulla sua  curiosa e paradossale natura.
-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/openAccess,-,-,http://hdl.handle.net/11311/965928,2015,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,eng,GBR,4,Lancaster University,"SANGIORGI, DANIELA;Prendiville, Alison;Jung, Jeyon;Yu, Eun",Design for Service Innovation and Development. Final Report
Milano,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/openAccess,-,Evoluzione degli artefatti. Teoria del design. Teorie dell'innovazione dei prodotti.,http://hdl.handle.net/11311/967704,2015,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,ita,ITA,1,Edizioni Unicopli srl,"PIZZOCARO, SILVIA LUISA",In evoluzione. Per una storia quasi naturale degli artefatti
Milano,Comitato scientifico,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,"design della comunicazione, gender design, rimediazione, stereotipi",http://hdl.handle.net/11311/969645,2015,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,ita,ITA,1,Franco Angeli,"CARATTI, ELENA",Rimediazioni gender-sensitive. Contributi e progetti per la formazione di un immaginario consapevole
Milano,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/openAccess,-,-,http://hdl.handle.net/11311/970261,2015,03 LIBRO::03.1 Monografia o trattato scientifico,-,ELETTRONICO,ita,ITA,2,Feltrinelli,"MAFFEI, STEFANO;BIANCHINI, MASSIMO",La città industriosa. Anatomia delle nuove comunità produttive urbane
Milano,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/openAccess,-,-,http://hdl.handle.net/11311/970262,2015,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,ita,-,5,Libraccio,"BIANCHINI, MASSIMO;Menichinelli, M.;MAFFEI, STEFANO;Bombardi, F.;CAROSI, ALESSANDRA",Makers’ Inquiry
Milano,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/openAccess,-,-,http://hdl.handle.net/11311/970263,2015,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,ita,-,3,Libraccio,"MAFFEI, STEFANO;BIANCHINI, MASSIMO;MORTATI, MARZIA",Design 2020. Le sfide della trasformazione del sistema design lombardo
-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/976675,2015,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,eng;ita,-,1,Domus,"COLLINA, LUISA MARIA VIRGINIA",Building the Expo
MANTOVA,Comitato scientifico,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,"jewellery. design, gioiello, design, made in italy, alba cappellieri. politecnico di milano, innovazione, design innovation,",http://hdl.handle.net/11311/979272,2016,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,eng;ita,ITA,1,CORRAINI,"CAPPELLIERI, ALBA",BRILLIANT! I FUTURI DEL GIOIELLO ITALIANO
VENEZIA,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,"GIOIELLO SENTIMENTALE, DESIGN, GIOIELLO, ALBA CAPPELLIERI, POLITECNICO DI MILANO, SENTIMENTAL JEWELLERY, JEWELLERY DESIGN,",http://hdl.handle.net/11311/979273,2014,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,eng;ita,ITA,1,MARSILIO,"CAPPELLIERI, ALBA",GIOIELLI SENTIMENTALI_SENTIMENTAL JEWELLERY
VENEZIA,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,"AMULETO, TALISMANO, GIOIELLO, DESIGN, ALBA CAPPELLIERI. POLITECNICO DI MILANO, AMULET, TALISMAN, JEWELLERY,",http://hdl.handle.net/11311/979274,2013,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,eng;ita,ITA,2,MARSILIO,"CAPPELLIERI, ALBA;Tenuta, Livia","PORTE BONHEUR, AMULETI E TALISMANI CONTEMPORANEI"
Santarcangelo di Romagna (RN),-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/979573,2015,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,ita,ITA,1,Maggioli,"NEBULONI, ATTILIO",Il progetto imperfetto. Lo studio della forma nei modelli di organizzazione generale dello spazio
Santarcangelo di Romagna,Esperti anonimi,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,"progetto per l'infanzia, design",http://hdl.handle.net/11311/982650,2015,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,ita,ITA,3,Maggioli,"BOERI, CRISTINA;BORDIN, MICAELA;Faccincani, Giorgio",I luoghi dell'infanzia. Riflessioni intorno al progetto
Milano,Esperti non anonimi,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/983327,2015,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,ita,ITA,4,Mondadori Education spa,"VOLONTE', PAOLO GAETANO;Lunghi, Carla;Magatti, Mauro;Mora, Emanuela",Sociologia
-,Comitato scientifico,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,"industrial design, progetto",http://hdl.handle.net/11311/983924,2015,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,ita,ITA,1,Maggioli spa,"CECONELLO, MAURO ATTILIO",I designer (si) raccontano
Milano,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/989805,2011,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,ita,-,2,Maggioli,"CRIPPA, DAVIDE;DI PRETE, BARBARA",Verso un’estetica del momentaneo
Milano,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/989813,2005,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,ita,-,2,Clup (ristampa 2016 Maggioli),"CRIPPA, DAVIDE;DI PRETE, BARBARA","Modello, informatica e progetto di architettura"
MILANO,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,"LUCE, MOSTRE, ILLUMINAZIONE",http://hdl.handle.net/11311/990632,2016,03 LIBRO::03.1 Monografia o trattato scientifico,-,ELETTRONICO,eng,ITA,1,Maggioli Editore,"MURANO, FRANCESCO",L’illuminazione delle opere nelle mostre d’arte
"Raleigh, NC",Nessuno,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,"STAGE LIGHTING, HISTORY",http://hdl.handle.net/11311/990649,2015,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,eng,USA,1,Lulu Press Inc.,"MURANO, FRANCESCO",THE HISTORY OF STAGE LIGHTING BEFORE THE LIGHT BULB
Milano,"Sì, ma tipo non specificato",03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,"Progettazione grafica, microstoria",-,http://hdl.handle.net/11311/994598,2016,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,eng;ita,ITA,1,Aiap Edizioni,"GUIDA, FRANCESCO ERMANNO","CLAUDIA MORGAGNI, L’IMPEGNO COME MODELLO PROFESSIONALE."
Milano,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,"Alessandro Mendini, Atelier Mendini",http://hdl.handle.net/11311/994703,2016,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,ita,ITA,1,Electa Mondadori,"IRACE, FULVIO",Codice Mendini
Milano,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,"Leonardo, Painting, Art and Science, Restoration",http://hdl.handle.net/11311/994821,2016,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,eng,ITA,1,Skira,"MARANI, PIETRO",Leonardo da Vinci's Last Supper
Vicchio Firenze,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,"Cenacolo, Copie, Collezionismo, Fortuna, Royal Academy of Arts",http://hdl.handle.net/11311/994824,2016,03 LIBRO::03.1 Monografia o trattato scientifico,-,-,ita,ITA,1,LoGisma,"MARANI, PIETRO","""Bella quanto l'originale istesso"". La copia del Cenacolo della Royal Academy di Londra. Vicende, fortuna, attribuzione"
-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/openAccess,-,"sicurezza trasporti, merci pericolose, rischio trasporti",http://hdl.handle.net/11311/995980,2016,03 LIBRO::03.1 Monografia o trattato scientifico,-,ELETTRONICO,ita,ITA,4,Regione Piemonte,"BORGHETTI, FABIO;Bonura, Luca;GANDINI, PAOLO;Pastorelli, Giuseppe",Progetto PTA-DESTINATION: ELABORAZIONE DATI DAI GATE DI PROGETTO - ANNO 2015
"Cinisello balsamo, Milano",Nessuno,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/997579,2016,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,ita,ITA,2,Silvana Editoriale,"COLLINA, LUISA MARIA VIRGINIA;ZUCCHI, CINO PAOLO",Sempering. Process and pattern in architecture and design
"Cinisello Balsamo, Milano",Nessuno,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/999869,2016,03 LIBRO::03.1 Monografia o trattato scientifico,-,STAMPA,eng,ITA,2,Silvana Editoriale,"ZUCCHI, CINO PAOLO;COLLINA, LUISA MARIA VIRGINIA",Sempering - Process and pattern in architecture and design
-,-,03.5 Edizione critica,none,-,-,http://hdl.handle.net/11311/1057650,2018,03 LIBRO::03.5 Edizione critica,-,STAMPA,-,-,1,-,Giulio Ceppi,Smart City - Material Technology People
Milano,-,03.7 Commento scientifico,none,-,-,http://hdl.handle.net/11311/691826,2012,03 LIBRO::03.7 Commento scientifico,-,-,-,-,2,Ordine degli Architetti P.P.C. di Milano,"IRACE, FULVIO;LEONI, MARIA MANUELA",Gio Ponti
-,-,03.8 Traduzione di libro,none,-,-,http://hdl.handle.net/11311/692942,1995,03 LIBRO::03.8 Traduzione di libro,-,-,-,-,1,Feltrinelli,"COSTA, FIAMMETTA CARLA ENRICA",Dall’oggetto all’interfaccia. Mutazioni del design
Varese,-,03.8 Traduzione di libro,info:eu-repo/semantics/closedAccess,-,-,http://hdl.handle.net/11311/958582,2014,03 LIBRO::03.8 Traduzione di libro,-,STAMPA,eng,ITA,1,"Edizioni Lativa, Varese","ANZANI, ANNA",Addio Liberty
-,-,03.8 Traduzione di libro,info:eu-repo/semantics/closedAccess,-,"Liberty, Varese, beauty, food, itineraries",http://hdl.handle.net/11311/959176,2015,03 LIBRO::03.8 Traduzione di libro,-,STAMPA,eng;ita,ITA,1,Maggioli Editore,"ANZANI, ANNA","Nutrendo Anima e corpo, Itinerari di delizia tra le Ville Del Sacro Monte Sopra Varese/FEEDING BODY AND SOUL
Delightful journeys among villas in Sacro Monte above Varese"
