dc.publisher.place,dc.type.referee,dc.relation.medium,item.openaireRights,item.collection,dc.subject.keywordsita,item.journal.title,dc.subject.keywords,dc.identifier.uri,dc.date.issued,dc.relation.conferenceplace,dc.type.full,dc.type.circulation,dc.relation.ispartofbook,dc.relation.conferencename,dc.language.iso,dc.publisher.country,dc.description.numberofauthors,dc.publisher.name,dc.authority.people,dc.title
Milano,-,STAMPA,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/977060,2013,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Verso  l'era post-digitale. Disegnare il progetto tra design e architettura.,-,ita,ITA,6,Maggioli editore,"AMORUSO, GIUSEPPE;BREVI, FAUSTO;CECONELLO, MAURO ATTILIO;PIERLUISI, GABRIELE;ROSSI, MICHELA;Russo, Michele",Digitale Caldo. Il disegno dell'era post-digitale
-,Comitato scientifico,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/978083,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Creating Innovation Leaders. A Global Perspective,-,eng,-,2,Springer International Publishing,"LEONARDI, CHIARA;VACCA, FEDERICA",Best Practices in Higher Education: an Introduction
-,Comitato scientifico,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/978086,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Creating Innovation Leaders. A Global Perspective,-,eng,-,3,Springer International Publishing,"BERTOLA, PAOLA;Harfoush, Nabil;VACCA, FEDERICA",Charting Interdisciplinary Innovation Programs: Map of Experiences
Firenze,Comitato scientifico,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/978140,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Il nuovo vocabolario della moda italiana,-,ita,ITA,2,Mandragora,"COLOMBI, CHIARA;VACCA, FEDERICA",Il Nuovo Vocabolario in Numeri
-,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/978641,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Le case unifamiliari,-,ita,-,1,Hachette Il Sole 24 Ore,"COLOMBI, CHIARA",Le case unifamiliari
-,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/978756,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Maglieria Made in Italy. Knitwear stories and knit talks,-,eng;ita,-,3,Silvana Editoriale,"CONTI, GIOVANNI MARIA;POLETTI, FEDERICO;RINALDI, COSTANZA CHIARA FRANCESCA",La cultura del progetto e la Maglieria
-,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/978757,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Maglieria Made in Italy. Knitwear stories and knit talks,-,eng;ita,-,3,Silvana Editoriale,"CONTI, GIOVANNI MARIA;POLETTI, FEDERICO;RINALDI, COSTANZA CHIARA FRANCESCA",Feel the Yarn
-,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/978758,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Maglieria Made in Italy. Knitwear stories and knit talks,-,eng;ita,-,3,Silvana Editoriale,"CONTI, GIOVANNI MARIA;POLETTI, FEDERICO;RINALDI, COSTANZA CHIARA FRANCESCA",Un' anima italiana per la maglieria francese
-,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/978762,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Maglieria Made in Italy. Knitwear stories and knit talks,-,eng;ita,-,3,Silvana Editoriale,"CONTI, GIOVANNI MARIA;POLETTI, FEDERICO;RINALDI, COSTANZA CHIARA FRANCESCA",Uno sguardo critico sulla moda sostenibile
-,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/978764,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Maglieria Made in Italy. Knitwear stories and knit talks,-,eng;ita,-,3,Silvana Editoriale,"CONTI, GIOVANNI MARIA;POLETTI, FEDERICO;RINALDI, COSTANZA CHIARA FRANCESCA",La ricerca tecnologica applicata ai filati
Milano,-,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,"Design di prodotto, modelli pedagogici, culture di genere",http://hdl.handle.net/11311/978962,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Design e dimensione di genere,-,ita,ITA,1,FrancoAngeli,"PIZZOCARO, SILVIA LUISA",Su culture di genere e design del prodotto. Dialogo con Silvia Pizzocaro
milano,"Sì, ma tipo non specificato",STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/979238,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,"The Virtuous Circle: Design Culture and Experimentation, Booklet of the Cumulus Conference, Milano 2015",-,eng,ITA,3,McGraw-Hill,"VOLONTE', PAOLO GAETANO;LUPO, ELEONORA","Nurturing Culture, Nurturing Design"
Milano / Foligno,Esperti non anonimi,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/979239,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Vetrinetta. Un progetto di Paolo Riolzi,-,ita,ITA,1,Museo di fotografia contemporanea / VIAINDUSTRIAE publishing,"VOLONTE', PAOLO GAETANO",Storie da raccontare
Verona,-,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/979355,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Cucine & Ultracorpi,-,eng;ita,ITA,2,Electa,"VEZZOLI, CARLO ARNALDO;BACCHETTI, ELISA",Scenari progettuali di sostenibilità elettrodomestica
Napoli,Esperti anonimi,CD-ROM,info:eu-repo/semantics/openAccess,02.1 Contributo in Volume,-,-,"pattern, simmetry, computation design, tiling",http://hdl.handle.net/11311/979487,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,"Heritage and tecnhology. Mind, Knowledge, Experiece. Proceedings of the XIII international forum Le vie dei Mercanti, Aversa-Capri 11-13 giugno 2015.",-,eng,ITA,2,La Scuola di Pitagora,"ROSSI, MICHELA;BURATTI, GIORGIO",Algorithmic transformation between heritage and design innovation. In in Heritage and tecnhology.
-,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/979522,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Expo 2015,-,ita,-,1,Hachette Il Sole 24 ore,"COLOMBI, CHIARA",Expo 2015
-,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/979523,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Opne Book. Autori di Crescita,-,ita,-,1,Egea,"COLOMBI, CHIARA","Da crescita a sviluppo, attraverso cultura e partecipazione"
Firenze,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/979690,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Il Nuovo Vocabolario della Moda Italiana,-,ita,ITA,2,Mandragora,"BERTOLA, PAOLA;LINFANTE, VITTORIO",Ritorno al futuro. La dimensione contemporanea della moda italiana.
Milano,Comitato scientifico,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,"Progettazione grafica, microstoria",http://hdl.handle.net/11311/980089,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,06 F NR. Fondo / Folder Nicola Russo,-,eng;ita,ITA,1,Aiap Edizioni,"GUIDA, FRANCESCO ERMANNO",NICOLA RUSSO. DELLA GRAFICA DI PROVINCIA.
Milano,-,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,"design della comunicazione, culture di genere",http://hdl.handle.net/11311/980103,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Design e dimensione di genere. Un campo di ricerca e riflessione tra culture del progetto e culture di genere,-,ita,ITA,1,Franco Angeli,"GUIDA, FRANCESCO ERMANNO","Associazioni di Design: avvio alla professione, parità di genere."
Milano,Comitato scientifico,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,"Design, genere, formazione, stereotipi",-,-,http://hdl.handle.net/11311/980216,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Design e dimensione di genere. Un campo di ricerca e riflessione tra culture del progetto e culture di genere,-,ita,ITA,1,FrancoAngeli,"BUCCHETTI, VALERIA LUISA",Il Design e le Culture di genere
Torino,-,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,"design history, storia, archivi",http://hdl.handle.net/11311/980221,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Storia hic et nunc. La formazione dello storico del design in Italia e all'estero.,-,ita,ITA,2,Umberto Allemandi,"GUIDA, FRANCESCO ERMANNO;GUNETTI, LUCIANA",Il progetto grafico e gli archivi manifesti
Milano,-,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,"Progettazione grafica, microstoria",http://hdl.handle.net/11311/980439,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,"AIAP 70x70. Eventi, personaggi e materiali di storia associativa.",-,ita,ITA,2,Aiap Edizioni,"GUIDA, FRANCESCO ERMANNO;Barbieri, Chiara","Aiap 70x70. Eventi, personaggi e materiali di storia associativa."
milano,Comitato scientifico,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,"analogico, digitale, approssimazione, esperienza, emozione, performance, audience, audiovisivo, partecipazione, racconto",http://hdl.handle.net/11311/982951,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,La logica dell’approssimazione nell’arte e nella vita,-,ita,ITA,1,Silvana Editoriale,"GALBIATI, MARIA LUISA",Scenari della comunicazione contemporanea
Milano,-,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,oggetti; forma; morfologia/tipologia; innovazione formale; design,http://hdl.handle.net/11311/983119,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Artefatti concreti. Temi di fondamento per il design di prodotto,-,ita,ITA,1,Edizioni Unicopli,"PENATI, ANTONELLA VALERIA",Forma degli oggetti
-,-,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,"co-design, urban interior design, community garden, urban farming, self-construction,",http://hdl.handle.net/11311/983122,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Celebration - GIDE 2013,-,eng,ITA,3,Maggioli Editore,"REBAGLIO, AGNESE;CAMOCINI, BARBARA;DE ROSA, ANNALINDA",Celebration of the public space
Roma,Nessuno,ELETTRONICO,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/983759,2014,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,La città open source,-,ita,ITA,1,INU - Edizioni,"CASCIANI, DARIA",SEETY Milano: strumenti di partecipazione all'illuminazione urbana
Milano,-,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,"genere, design, bambini, stereotipi, giocattoli, spot tv, televisione, italia",http://hdl.handle.net/11311/984060,2012,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Anticorpi comunicativi. Progettare per la comunicazione di genere,-,ita,ITA,14,FrancoAngeli srl,"Ercoli Finzi, Amalia;BAULE, GIOVANNI;Bucchetti, Valeria;Moretti, Anna;ZINGALE, SALVATORE;Pallotta, Clelia;Siliato, Francesco;Caratti, Elena;Tolino, Umberto;Fontana, Giulia;Scanu, Giulia;Stefani, Laura;Piccarozzi, Cristina;REINA, MARTA ISABELLA",Crescere con gli stereotipi
Istanbul,-,ELETTRONICO,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,"Education, Tools, De-intellectualization, Ecology, Operaism, Labour",http://hdl.handle.net/11311/984730,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Global Tools 1973-1975,-,eng,TUR,2,SALT,"FRANCESCHINI, SILVIA",When Education Coincides with Life
Firenze,"Sì, ma tipo non specificato",STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/984743,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Design & open souce for cultural heritage. Ediz. italiana,-,ita,ITA,1,Altralinea Edizioni srl,"SPALLAZZO, DAVIDE","Mobile technology per le istituzioni culturali, design e bricolage"
Firenze,"Sì, ma tipo non specificato",-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,"design for cultural heritage, narrazione, ICT",http://hdl.handle.net/11311/985712,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Design & Open Source for Cultural Heritage,-,ita,ITA,1,Alinea Editrice,"TROCCHIANESI, RAFFAELLA","Design in mostra. Percorsi narrativi tra reale e virtuale,"
Milano,-,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/985761,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Transmedia Literacy. From Storytelling to Intercreativity in the Era of Distributed Authorship,-,eng,ITA,2,LED,"Di ROSARIO, GIOVANNA;CIASTELLARDI, MATTEO",Transmedia Literacy: A Premise
Manerbio (BS),-,ELETTRONICO,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,"Identità, memoria, corpo, metropoli, molteplicità, restauro, bellezza",http://hdl.handle.net/11311/986328,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Alteridentità,-,ita,ITA,2,Durango Edizioni snc di M. Giuliani e c .,"ANZANI, ANNA;CARAMEL, CLAUDIA",Abitare la bellezza
-,-,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,"fashion brand, narrazione, retail, innovazione, e-tailing",http://hdl.handle.net/11311/986493,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Il nuovo vocabolario della moda italiana,-,ita,ITA,1,Mandragora,"IANNILLI, VALERIA MARIA","Modalità espressive, luoghi e strategie nella comunicazione dei brand contemporanei"
Granada,-,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,"Sinestesie, traduzione, teorie della traduzione, basic design, multimedialità",http://hdl.handle.net/11311/986560,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,MuVi4,-,ita;spa,ESP,1,Fundaciòn Internacional Artecittà Publishing,"BAULE, GIOVANNI",Sinestesie traduttive. Traduttori e interpreti multimediali
Siracusa,Nessuno,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,"comunicare, esporre, multimedialità, Debord, Marshall McLuhan, digital art, viedo mapping",http://hdl.handle.net/11311/987516,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,"Mettere in scena, mettere in mostra",-,ita,ITA,2,Lettera 22,"BOSONI, GIAMPIERO;LECCE, CHIARA","Forme rizomatiche del comunicare e dell'esporre, Attraverso la pelle ""tatuata"" della città ""multimediale"""
Busto Arsizio (VA),Nessuno,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,"Munari, Ponti, Bottoni, architettura, interni",http://hdl.handle.net/11311/988149,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Munari Politecnico,-,ita,ITA,1,Nomos edizioni,"BOSONI, GIAMPIERO","Munari architetto, Una piccola casa a Fiumetto e altro ..."
Milano,-,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/988150,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,ALT! Abitare/Lavorare/Tempo Libero,-,ita,ITA,1,SMOwnPublishing,"BOSONI, GIAMPIERO","Luoghi, spazi e strumenti del lavoro"
-,Nessuno,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,"autarchia, plastiche, Albini, Bottoni, Castiglioni",http://hdl.handle.net/11311/988151,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Plastics in Italian Design 1950-1973,-,eng,ITA,1,Designpress,"BOSONI, GIAMPIERO",How the Italians discovered plastics: autarchy in Italy and developments in industrial research
-,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/988724,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Textile Vivant. Scenari dell ’innovazione nel tessile,-,ita,-,1,Lupetti,"CONTI, GIOVANNI MARIA",L’innovazione nel tessile e nella moda esperienze di progetto dal filato al prodotto finito
Milano,-,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,"nanotecnologie, sol gel, plasma, tessile, innovazione",http://hdl.handle.net/11311/988912,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Textile vivant Scenari dell’innovazione nel tessile,-,ita,ITA,1,Lupetti,"CONTI, GIOVANNI MARIA;Barbara Del Curto;FIORANI, ELEONORA;GADDI, ROSSANA;SOLDATI, MARIA GRAZIA",Nanotecnologie e tessile
-,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/988945,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Textile Vivant. Scenari dell ’innovazione nel tessile,-,ita,-,1,Lupetti,"CONTI, GIOVANNI MARIA",Zegna Baruffa Lane Borgosesia. Una storia italiana dal 1850
-,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/989050,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Textile Vivant. Scenari dell ’innovazione nel tessile,-,ita,-,1,Lupetti,"CONTI, GIOVANNI MARIA",La IX Triennale di Milano e la sua memoria tessile.
-,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/989471,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Temporary Living,-,eng;ita,-,1,Mondadori,"GALLUZZO, LAURA",Living the Event
Roma,-,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/989519,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Design to feed the world,-,eng,ITA,1,Rdesignpress,"CAMOCINI, BARBARA",Shared global design for the Responsability to the Planet
Milano,-,STAMPA,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/989609,2015,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,"Feeding the Planet, Energy for Life: Official Catalogue Expo Milano 2015",-,eng,ITA,2,Electa; 24 ORE cultura,"CAMOCINI, BARBARA;COLLINA, LUISA MARIA VIRGINIA",Agriculture and Nutrition in the Arid Zones
-,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/989798,2014,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Ugo La Pietra. Disequilibrating design / Ugo La Pietra. Progetto disequilibrante,-,eng;ita,-,1,Corraini,"DI PRETE, BARBARA",The eighteenth century garden as theoretical model / Il giardino del Settecento come modello teorico
Bologna,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/989799,2013,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Senza pericolo. Building and safety / Senza pericolo. Costruzioni e sicurezza,-,eng;ita,-,2,Editrice Compositori,"CRIPPA, DAVIDE;DI PRETE, BARBARA",Personal protective equipment / La sicurezza è di moda
-,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/989806,2011,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,The city as. Interior views on the territory of urban space / Città come. Sguardi d’interni sul territorio dello spazio aperto,-,eng;ita,-,1,Maggioli,"DI PRETE, BARBARA",The city as an archipelago of relationships / Città come arcipelago di relazioni
-,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/989824,2014,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,LT Living Tomorrow,-,eng,-,2,X-Change Culture-Science,"DI PRETE, BARBARA;GALLUZZO, LAURA",The Déjà Vu Revolution
-,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/991137,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Transforming Living Spaces Milan Istanbul,-,eng;ita,-,2,maggioli,"DI PRETE, BARBARA;CRIPPA, DAVIDE","Living alone, dwelling together / Vivere da soli, abitare insieme"
Roma,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,Ornamento / allegoria / decorazione,http://hdl.handle.net/11311/991976,2016,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Les Chaiers de l'Ornement,-,fra,ITA,1,De Luca Editori d'arte,"MARANI, PIETRO","""Admirable... par sa gracieuse simplicité, par son élégance modeste sans aucune odieuse surcharge"". Léonard et la question de l'ornement"
